도로,방향,월자,연도,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월
절재로,상행,차로당도로교통량,2019년,25615,21517,26358,27819,28211,26549,23853,28702,27317,32186,30852,30796
절재로,상행,평균통행속도,2019년,73,74,74,73,74,72,72,72,71,68,69,70
절재로,상행,점유율,2019년,4,4,4,4,5,4,4,4,4,5,5,5
절재로,하행,차로당도로교통량,2019년,34333,28915,35087,36172,35394,33378,30521,34945,33888,38856,38284,37829
절재로,하행,평균통행속도,2019년,67,68,67,67,67,66,66,67,65,64,64,64
절재로,하행,점유율,2019년,6,5,6,6,6,6,6,6,6,7,7,7
정안세종로,상행,차로당도로교통량,2019년,31568,28129,34158,33684,34062,32477,26958,34051,30620,36867,36789,35260
정안세종로,상행,평균통행속도,2019년,60,61,62,63,66,66,60,61,60,58,57,57
정안세종로,상행,점유율,2019년,3,3,3,3,2,2,3,3,3,3,3,3
정안세종로,하행,차로당도로교통량,2019년,16445,16191,18977,18508,20706,17692,17234,18737,18817,21266,22466,20367
정안세종로,하행,평균통행속도,2019년,67,67,68,67,63,64,66,67,65,64,62,63
정안세종로,하행,점유율,2019년,2,2,2,2,2,2,2,2,2,2,3,2
조치원로,상행,차로당도로교통량,2019년,17825,15836,16963,17387,17904,16311,17003,17393,16457,18252,18636,18741
조치원로,상행,평균통행속도,2019년,35,33,32,33,33,33,33,33,32,33,34,34
조치원로,상행,점유율,2019년,9,9,10,9,9,10,9,9,9,9,10,8
조치원로,하행,차로당도로교통량,2019년,8447,7218,7675,7695,8217,7614,7789,7986,7432,8625,8902,8989
조치원로,하행,평균통행속도,2019년,29,28,27,26,27,27,26,26,26,28,28,28
조치원로,하행,점유율,2019년,13,14,16,17,15,15,16,16,16,12,14,12
지방도604호선,상행,차로당도로교통량,2019년,12647,10559,13631,13452,11854,1023,7903,9420,6835,13879,15566,16115
지방도604호선,상행,평균통행속도,2019년,93,94,94,94,95,91,93,92,89,93,92,92
지방도604호선,상행,점유율,2019년,2,2,2,2,2,3,3,4,3,2,2,2
지방도604호선,하행,차로당도로교통량,2019년,15284,17139,18344,21090,19866,18802,20538,21541,20061,21957,23394,23569
지방도604호선,하행,평균통행속도,2019년,94,95,94,94,93,93,93,92,92,93,93,92
지방도604호선,하행,점유율,2019년,3,2,2,3,3,3,3,3,3,3,2,2
지방도96호선,상행,차로당도로교통량,2019년,17138,15414,18007,18023,16359,16431,16380,16577,17207,19763,18040,18205
지방도96호선,상행,평균통행속도,2019년,63,64,64,64,66,64,61,59,62,62,61,61
지방도96호선,상행,점유율,2019년,4,4,4,4,4,4,4,5,4,5,5,4
지방도96호선,하행,차로당도로교통량,2019년,11260,10136,13378,13356,14712,13766,11937,13091,15998,18654,13544,13346
지방도96호선,하행,평균통행속도,2019년,62,66,65,64,68,69,66,66,65,65,63,60
지방도96호선,하행,점유율,2019년,8,6,6,6,5,4,4,4,4,5,5,7
청연로,상행,차로당도로교통량,2019년,4774,7678,17839,18692,15977,15673,16870,17602,16558,18798,18654,16303
청연로,상행,평균통행속도,2019년,55,55,54,53,54,54,53,53,52,51,50,50
청연로,상행,점유율,2019년,3,6,4,5,5,4,4,4,4,4,5,4
청연로,하행,차로당도로교통량,2019년,1935,3137,7283,7453,6802,6425,6892,6921,6721,7500,7323,6840
청연로,하행,평균통행속도,2019년,60,60,60,59,59,59,57,57,58,52,46,47
청연로,하행,점유율,2019년,3,6,4,5,5,5,5,5,4,5,5,5
충현로,상행,차로당도로교통량,2019년,7488,6729,8608,8373,8666,7578,7766,7908,8011,8412,8217,7922
충현로,상행,평균통행속도,2019년,35,35,33,33,33,34,33,33,34,34,35,35
충현로,상행,점유율,2019년,6,6,8,8,8,7,8,7,7,7,6,6
충현로,하행,차로당도로교통량,2019년,30038,26178,32807,31441,32657,28627,29323,29323,29433,31520,31042,30701
충현로,하행,평균통행속도,2019년,36,37,35,35,35,35,34,35,35,36,36,36
충현로,하행,점유율,2019년,7,7,8,8,8,8,8,7,7,7,7,7
평기길,상행,차로당도로교통량,2019년,1430,1479,1683,1948,1899,1747,234,586,200,1291,1956,1588
평기길,상행,평균통행속도,2019년,47,45,45,45,43,45,46,46,46,47,47,46
평기길,상행,점유율,2019년,2,3,3,3,3,3,3,2,2,5,2,2
평기길,하행,차로당도로교통량,2019년,4874,2455,5317,5743,5919,5134,4078,1719,636,3098,5545,5209
평기길,하행,평균통행속도,2019년,54,53,52,52,52,53,52,52,51,52,52,52
평기길,하행,점유율,2019년,2,3,3,3,3,3,3,3,3,5,3,3
한누리대로,상행,차로당도로교통량,2019년,27331,23428,27965,26997,28223,25900,26435,27823,25941,20429,27628,28836
한누리대로,상행,평균통행속도,2019년,53,54,54,54,53,53,53,53,52,52,52,51
한누리대로,상행,점유율,2019년,6,6,6,7,7,6,7,7,7,7,7,7
한누리대로,하행,차로당도로교통량,2019년,30039,25557,30586,30688,30433,28996,29003,30739,28629,20637,28752,31678
한누리대로,하행,평균통행속도,2019년,51,52,51,51,51,51,50,50,50,50,49,49
한누리대로,하행,점유율,2019년,7,7,7,8,8,7,8,8,8,8,8,8
갈매로,상행,차로당도로교통량,2020년,12726,11710,10641,7643,13500,12996,13843,12538,13854,15657,11799,17609
갈매로,상행,평균통행속도,2020년,51,52,53,41,52,52,52,51,51,49,45,49
갈매로,상행,점유율,2020년,2,2,2,2,2,2,2,2,2,3,4,3
갈매로,하행,차로당도로교통량,2020년,7615,6922,7395,2610,8423,10273,15184,13472,13107,10409,12632,15172
갈매로,하행,평균통행속도,2020년,55,56,57,32,56,50,48,48,47,42,41,41
갈매로,하행,점유율,2020년,1,1,1,1,1,2,2,2,2,3,3,3
구즉세종로,상행,차로당도로교통량,2020년,0,0,0,8047,11161,8318,9744,8060,14796,17041,28956,21804
구즉세종로,상행,평균통행속도,2020년,0,0,0,58,76,76,74,73,74,77,77,78
구즉세종로,상행,점유율,2020년,0,0,0,4,6,6,6,6,6,6,6,5
구즉세종로,하행,차로당도로교통량,2020년,0,0,0,4466,5147,9825,10153,9521,0,13248,31796,28799
구즉세종로,하행,평균통행속도,2020년,0,0,0,51,64,63,62,65,0,65,60,61
구즉세종로,하행,점유율,2020년,0,0,0,13,13,15,15,12,0,12,14,13
당산로,상행,차로당도로교통량,2020년,17591,14692,15225,10885,18965,17181,18492,16356,17724,19329,18458,17876
당산로,상행,평균통행속도,2020년,50,50,50,44,49,48,48,47,48,49,49,49
당산로,상행,점유율,2020년,4,4,4,4,5,6,6,6,6,5,4,4
당산로,하행,차로당도로교통량,2020년,9427,8171,9221,6750,10090,9528,10223,8910,9990,10422,9976,9486
당산로,하행,평균통행속도,2020년,49,49,50,44,48,47,47,47,47,48,48,48
당산로,하행,점유율,2020년,4,4,4,4,4,4,4,4,4,4,4,3
산학리길,상행,차로당도로교통량,2020년,4072,3738,3769,2736,4602,4602,4769,4720,5004,6012,5191,4840
산학리길,상행,평균통행속도,2020년,60,61,61,46,59,58,57,54,56,57,58,59
산학리길,상행,점유율,2020년,2,2,2,2,2,3,3,3,2,3,2,2
산학리길,하행,차로당도로교통량,2020년,5522,5366,6286,4215,7207,6610,6997,6352,7520,8519,7810,7112
산학리길,하행,평균통행속도,2020년,63,63,63,48,62,60,59,55,58,60,60,60
산학리길,하행,점유율,2020년,2,2,2,2,2,2,3,3,3,3,2,2
새내로,상행,차로당도로교통량,2020년,11179,10201,10785,7885,12537,12838,12808,12333,12749,17162,16696,16433
새내로,상행,평균통행속도,2020년,28,28,28,20,25,27,30,29,28,32,31,32
새내로,상행,점유율,2020년,12,11,11,9,14,15,13,12,12,9,9,8
새내로,하행,차로당도로교통량,2020년,6432,6378,6327,4245,7434,7212,7460,7013,7324,8204,8148,8502
새내로,하행,평균통행속도,2020년,41,41,41,32,39,38,39,37,37,36,37,37
새내로,하행,점유율,2020년,8,8,8,6,9,10,10,11,10,7,6,6
세종청주로,상행,차로당도로교통량,2020년,0,0,0,9277,8350,9763,9409,6151,9433,9805,15508,13551
세종청주로,상행,평균통행속도,2020년,0,0,0,87,92,92,92,89,91,93,92,93
세종청주로,상행,점유율,2020년,0,0,0,4,5,5,4,4,5,4,4,4
세종청주로,하행,차로당도로교통량,2020년,0,0,0,8845,8880,8716,8320,7707,8588,8854,15341,19316
세종청주로,하행,평균통행속도,2020년,0,0,0,76,79,79,80,78,79,82,80,81
세종청주로,하행,점유율,2020년,0,0,0,5,6,6,5,5,6,5,5,5
시목부강로,상행,차로당도로교통량,2020년,3049,2735,2915,1663,3209,3283,3492,3484,3283,3589,3481,3350
시목부강로,상행,평균통행속도,2020년,53,53,52,38,52,50,50,49,50,51,52,51
시목부강로,상행,점유율,2020년,3,4,4,3,4,5,5,5,5,4,4,4
시목부강로,하행,차로당도로교통량,2020년,14827,14549,16882,11306,15958,15220,16098,15225,16625,17441,17143,17297
시목부강로,하행,평균통행속도,2020년,50,51,51,43,50,48,49,47,47,49,49,49
시목부강로,하행,점유율,2020년,4,4,4,4,4,5,5,5,6,5,4,4
시청대로,상행,차로당도로교통량,2020년,11438,9889,9916,6722,11470,11028,12157,11473,11092,11822,11714,11971
시청대로,상행,평균통행속도,2020년,43,43,44,35,44,44,44,43,43,43,43,43
시청대로,상행,점유율,2020년,3,3,3,3,3,3,3,3,3,4,4,4
시청대로,하행,차로당도로교통량,2020년,11344,10034,9770,7020,12161,11633,12631,11864,12444,13363,13165,12270
시청대로,하행,평균통행속도,2020년,46,47,47,38,46,46,46,45,44,44,44,44
시청대로,하행,점유율,2020년,3,3,3,2,3,3,3,3,4,4,4,4
연청로,상행,차로당도로교통량,2020년,10900,10107,10628,7202,11892,11269,11186,10220,11017,12653,13022,12944
연청로,상행,평균통행속도,2020년,85,85,84,69,84,84,84,82,83,85,85,85
연청로,상행,점유율,2020년,2,2,2,2,2,2,2,3,3,2,2,2
연청로,하행,차로당도로교통량,2020년,12568,11165,11266,8152,14533,12771,13347,11252,12707,15176,15395,14219
연청로,하행,평균통행속도,2020년,82,82,82,62,80,79,79,78,79,81,81,82
연청로,하행,점유율,2020년,3,3,3,3,4,4,4,4,4,3,3,3
용연로,상행,차로당도로교통량,2020년,1544,1433,1584,1171,1805,1795,1902,1783,1985,2071,1911,1762
용연로,상행,평균통행속도,2020년,63,61,62,43,60,60,59,58,58,60,61,61
용연로,상행,점유율,2020년,2,2,2,1,2,2,2,2,2,2,2,2
용연로,하행,차로당도로교통량,2020년,4240,3835,4249,3120,5099,4505,4781,4715,5138,6337,5431,4411
용연로,하행,평균통행속도,2020년,60,59,59,43,59,58,58,57,57,58,59,60
용연로,하행,점유율,2020년,2,2,3,2,3,3,3,3,3,3,2,2
일반국도1호선,상행,차로당도로교통량,2020년,54946,52433,53228,38275,62493,59429,61495,53915,60136,61650,56149,56051
일반국도1호선,상행,평균통행속도,2020년,76,77,77,70,77,77,76,75,76,77,76,75
일반국도1호선,상행,점유율,2020년,6,6,6,7,7,7,8,7,7,7,6,6
일반국도1호선,하행,차로당도로교통량,2020년,51331,45185,47731,34999,54619,51129,53421,49245,53362,50350,19041,35505
일반국도1호선,하행,평균통행속도,2020년,79,82,81,73,79,78,78,76,76,78,75,78
일반국도1호선,하행,점유율,2020년,6,6,6,6,7,7,6,7,7,7,5,5
일반국도36호선,상행,차로당도로교통량,2020년,36991,31985,32501,22790,39988,36466,38348,36008,28035,29409,34732,33949
일반국도36호선,상행,평균통행속도,2020년,58,60,61,49,60,59,59,58,60,58,56,55
일반국도36호선,상행,점유율,2020년,5,5,5,4,5,5,5,5,4,5,5,5
일반국도36호선,하행,차로당도로교통량,2020년,38006,32066,34622,24122,42628,38131,40465,35331,41010,36349,43692,41095
일반국도36호선,하행,평균통행속도,2020년,47,48,49,41,47,48,48,47,47,44,43,45
일반국도36호선,하행,점유율,2020년,11,10,9,9,11,10,10,10,11,12,13,11
절재로,상행,차로당도로교통량,2020년,28333,26081,24766,17763,30617,29851,31308,29454,28731,30039,29560,28929
절재로,상행,평균통행속도,2020년,71,72,72,64,72,71,71,69,70,69,69,70
절재로,상행,점유율,2020년,4,4,4,4,5,5,5,5,5,5,5,5
절재로,하행,차로당도로교통량,2020년,32812,30911,30348,21227,33915,33485,35786,31514,33156,35419,35952,35767
절재로,하행,평균통행속도,2020년,65,67,68,60,66,66,66,65,65,65,64,64
절재로,하행,점유율,2020년,6,6,5,5,6,6,6,6,6,6,7,6
정안세종로,상행,차로당도로교통량,2020년,31146,28556,28780,19383,35179,32641,33575,32274,32475,27001,27338,25051
정안세종로,상행,평균통행속도,2020년,60,61,62,56,60,59,59,57,57,57,57,58
정안세종로,상행,점유율,2020년,3,2,2,2,3,3,3,3,3,3,3,2
정안세종로,하행,차로당도로교통량,2020년,19152,16587,17096,12392,21539,19964,20616,3859,0,15978,38224,36926
정안세종로,하행,평균통행속도,2020년,64,65,67,58,65,65,65,63,0,104,100,104
정안세종로,하행,점유율,2020년,2,2,2,2,2,2,2,2,0,5,5,5
조치원로,상행,차로당도로교통량,2020년,17563,15513,15924,10696,17931,16923,18099,17246,16942,18549,18274,18247
조치원로,상행,평균통행속도,2020년,35,36,36,28,34,33,33,33,33,32,33,34
조치원로,상행,점유율,2020년,8,8,8,8,10,9,10,9,10,10,9,8
조치원로,하행,차로당도로교통량,2020년,8517,7256,7456,4925,8224,7697,8325,8112,7741,8521,8858,9161
조치원로,하행,평균통행속도,2020년,29,29,29,24,25,25,25,25,24,26,27,31
조치원로,하행,점유율,2020년,12,11,11,12,16,17,17,17,18,15,13,9
지방도604호선,상행,차로당도로교통량,2020년,15605,12985,12821,9497,5721,8021,8717,11328,6600,21259,19998,17064
지방도604호선,상행,평균통행속도,2020년,91,91,90,74,90,94,89,81,82,83,83,81
지방도604호선,상행,점유율,2020년,2,2,3,2,5,5,3,9,7,3,3,2
지방도604호선,하행,차로당도로교통량,2020년,23350,20965,20029,13412,24705,25642,27741,12849,2103,24421,27932,24373
지방도604호선,하행,평균통행속도,2020년,92,92,91,78,90,90,91,89,92,92,91,91
지방도604호선,하행,점유율,2020년,2,3,3,3,3,3,3,3,7,3,3,3
지방도96호선,상행,차로당도로교통량,2020년,16623,15054,14845,12091,20005,18039,19798,18604,20360,14546,17677,17214
지방도96호선,상행,평균통행속도,2020년,62,63,64,59,68,69,69,66,68,69,72,72
지방도96호선,상행,점유율,2020년,4,4,4,4,4,5,4,5,5,5,4,4
지방도96호선,하행,차로당도로교통량,2020년,13111,11818,11976,9408,16274,15434,16598,15678,16316,18051,19785,18909
지방도96호선,하행,평균통행속도,2020년,67,67,68,59,70,70,70,68,69,72,73,73
지방도96호선,하행,점유율,2020년,4,6,4,4,5,5,5,5,5,4,4,4
청연로,상행,차로당도로교통량,2020년,15210,13530,14169,9764,15788,15105,15307,14090,15168,16666,16342,14820
청연로,상행,평균통행속도,2020년,51,52,52,44,51,51,51,50,49,51,49,50
청연로,상행,점유율,2020년,4,4,4,4,4,4,4,4,5,4,4,4
청연로,하행,차로당도로교통량,2020년,6091,5466,5748,4175,6540,6296,6614,6199,6456,6841,6641,6409
청연로,하행,평균통행속도,2020년,47,46,45,37,45,44,44,44,44,45,45,45
청연로,하행,점유율,2020년,5,5,5,4,5,5,6,6,6,5,5,4
충현로,상행,차로당도로교통량,2020년,7154,6451,6604,4330,7661,7637,7776,7263,7855,7873,7716,7982
충현로,상행,평균통행속도,2020년,35,35,35,29,34,34,33,33,33,34,34,35
충현로,상행,점유율,2020년,5,6,6,5,7,7,7,7,7,6,6,5
충현로,하행,차로당도로교통량,2020년,27966,25559,26108,16663,28678,28891,29486,27557,28902,29739,29215,29667
충현로,하행,평균통행속도,2020년,36,37,37,34,36,35,35,35,35,36,35,36
충현로,하행,점유율,2020년,6,6,6,6,7,7,7,7,7,7,7,6
평기길,상행,차로당도로교통량,2020년,1185,1307,1749,1118,1853,1850,1762,1699,1362,2274,1869,1698
평기길,상행,평균통행속도,2020년,46,47,47,30,46,46,45,44,45,46,46,46
평기길,상행,점유율,2020년,3,3,3,2,2,2,2,3,3,2,2,2
평기길,하행,차로당도로교통량,2020년,3489,4524,5544,3371,4948,5237,5134,4351,3997,5925,5528,5115
평기길,하행,평균통행속도,2020년,49,52,53,36,52,52,51,50,50,52,52,52
평기길,하행,점유율,2020년,3,3,3,3,3,3,3,3,4,3,3,2
한누리대로,상행,차로당도로교통량,2020년,27690,24829,23243,16166,29169,26893,29061,27284,24346,17836,29575,28452
한누리대로,상행,평균통행속도,2020년,52,53,54,46,52,52,49,48,47,50,49,48
한누리대로,상행,점유율,2020년,7,6,6,6,7,7,7,7,7,7,7,7
한누리대로,하행,차로당도로교통량,2020년,29372,26188,25594,17948,30302,29522,28194,29343,30091,23665,32951,32416
한누리대로,하행,평균통행속도,2020년,50,51,52,45,49,49,47,47,47,48,47,47
한누리대로,하행,점유율,2020년,7,7,6,6,8,8,8,8,8,8,8,8
행복대로,상행,차로당도로교통량,2020년,0,0,0,0,0,2,657,0,6,11,108,5453
행복대로,상행,평균통행속도,2020년,0,0,0,0,0,55,23,9,10,7,43,86
행복대로,상행,점유율,2020년,0,0,0,0,0,1,4,0,3,5,2,1
행복대로,하행,차로당도로교통량,2020년,0,0,0,0,0,1,4,16,5,3,7,123
행복대로,하행,평균통행속도,2020년,0,0,0,0,0,36,49,32,16,21,35,98
행복대로,하행,점유율,2020년,0,0,0,0,0,68,1,1,1,2,8,2